Titles,Date2_x,pm2.5_atm_a
Τρίτη παράσταση στην Πάτρα για τον Προμηθέα Δεσμώτη   ,2019-08-20 22:00:00,13.647
Τρίτη παράσταση στην Πάτρα για τον Προμηθέα Δεσμώτη   ,2019-08-20 23:00:00,9.652
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 00:00:00,8.529
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 01:00:00,6.3870000000000005
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 02:00:00,7.1
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 03:00:00,7.911
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 04:00:00,8.11
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 05:00:00,8.016
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 06:00:00,8.204
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 07:00:00,8.44
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 08:00:00,11.243
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 09:00:00,8.636
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 10:00:00,9.292
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 11:00:00,9.008
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 12:00:00,8.119
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 13:00:00,7.171
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 14:00:00,6.156
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 15:00:00,6.098
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 16:00:00,5.572
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 17:00:00,6.672000000000001
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 18:00:00,7.007
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 19:00:00,11.053
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 20:00:00,14.629
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 21:00:00,15.898
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 22:00:00,17.363999999999997
Κριτική θεάτρου για τον Προμηθέα Δεσμώτη του ΔΗ.ΠΕ.ΘΕ. Πάτρας,2019-08-21 23:00:00,18.789
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 00:00:00,16.758000000000003
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 01:00:00,16.473
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 02:00:00,13.864
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 03:00:00,11.568
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 04:00:00,10.77
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 05:00:00,11.13
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 06:00:00,11.678
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 07:00:00,13.515
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 08:00:00,14.711
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 09:00:00,15.723
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 10:00:00,19.919
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 11:00:00,21.046
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 12:00:00,21.282
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 13:00:00,21.699
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 14:00:00,20.279
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 15:00:00,20.141
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 16:00:00,19.809
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 17:00:00,19.135
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 18:00:00,18.571
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 19:00:00,17.663
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 20:00:00,17.556
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 21:00:00,22.025
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 22:00:00,24.976
Καθηγητές από την Πάτρα μετρούν την ατμοσφαιρική ρύπανση στην Σκύρο ,2019-08-22 23:00:00,24.539
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 00:00:00,26.091
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 01:00:00,25.386
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 02:00:00,24.908
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 03:00:00,23.737
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 04:00:00,25.41
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 05:00:00,26.488
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 06:00:00,25.918
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 07:00:00,26.432
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 08:00:00,27.028
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 09:00:00,21.795
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 10:00:00,22.74
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 11:00:00,21.381
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 12:00:00,23.547
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 13:00:00,25.32
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 14:00:00,23.909
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 15:00:00,21.755
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 16:00:00,20.29
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 17:00:00,20.323
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 18:00:00,17.525
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 19:00:00,18.009999999999998
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 20:00:00,20.64
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 21:00:00,21.627
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 22:00:00,23.244
"""Όλα λάθος"": Η κριτική της ""Καθημερινής"" για τον ""Προμηθέα"" του ΔΗΠΕΘΕ Πάτρας με την Κ. Χάντερ",2019-09-10 23:00:00,22.382
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 00:00:00,12.473
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 01:00:00,11.285
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 02:00:00,12.156
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 03:00:00,12.207999999999998
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 04:00:00,12.93
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 05:00:00,12.675
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 06:00:00,13.077
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 07:00:00,13.185
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 08:00:00,13.275
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 09:00:00,12.934
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 10:00:00,12.792000000000002
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 11:00:00,12.333
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 12:00:00,12.181
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 13:00:00,12.218
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 14:00:00,12.798
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 15:00:00,12.9
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 16:00:00,12.958
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 17:00:00,13.057
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 18:00:00,13.332
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 19:00:00,13.545
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 20:00:00,13.337
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 21:00:00,13.838
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 22:00:00,16.192
Έξοδοι και τραυματισμός στον αγώνα καρτ της Πάτρας -ΦΩΤΟ και ΒΙΝΤΕΟ,2019-09-14 23:00:00,15.283
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 00:00:00,14.935
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 01:00:00,15.837
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 02:00:00,16.292
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 03:00:00,16.89
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 04:00:00,17.459000000000003
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 05:00:00,17.576999999999998
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 06:00:00,17.796
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 07:00:00,18.481
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 08:00:00,19.111
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 09:00:00,19.633
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 10:00:00,17.233
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 11:00:00,16.796
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 12:00:00,17.085
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 13:00:00,20.69
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 14:00:00,17.968
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 15:00:00,16.814
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 16:00:00,15.754
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 17:00:00,15.168
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 18:00:00,15.61
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 19:00:00,16.445
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 20:00:00,16.957
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 21:00:00,15.914
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 22:00:00,15.592
Στη Nova το διεθνές τουρνουά του Προμηθέα «OrangeTrophy»,2019-09-15 23:00:00,15.597
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 00:00:00,2.86
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 01:00:00,3.182
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 02:00:00,3.614
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 03:00:00,4.470000000000001
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 04:00:00,4.493
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 05:00:00,3.936
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 06:00:00,4.086
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 07:00:00,4.901999999999999
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 08:00:00,6.714
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 09:00:00,5.75
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 10:00:00,5.216
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 11:00:00,4.304
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 12:00:00,5.492
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 13:00:00,6.329000000000001
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 14:00:00,6.492
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 15:00:00,7.807
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 16:00:00,7.013
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 17:00:00,6.384
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 18:00:00,6.75
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 19:00:00,7.779
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 20:00:00,8.719999999999999
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 21:00:00,9.792
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 22:00:00,9.108
Πορεία στη μνήμη του Ζακ Κωστόπουλου σήμερα στην Πάτρα,2019-09-21 23:00:00,9.254
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 00:00:00,9.624
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 01:00:00,8.214
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 02:00:00,8.126999999999999
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 03:00:00,11.866
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 04:00:00,13.399
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 05:00:00,13.823
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 06:00:00,15.565
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 07:00:00,17.806
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 08:00:00,20.773
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 09:00:00,18.395
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 10:00:00,12.77
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 11:00:00,7.82
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 12:00:00,4.244
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 13:00:00,6.455
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 14:00:00,3.448
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 15:00:00,2.814
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 16:00:00,3.551
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 17:00:00,2.71
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 18:00:00,3.692
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 19:00:00,7.446
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 20:00:00,3.885
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 21:00:00,4.236
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 22:00:00,6.138
Πλήθος πιστών στον Άγιο Διονύσιο Αρεοπαγίτη στην Πάτρα - ΔΕΙΤΕ ΦΩΤΟ,2019-10-03 23:00:00,5.756
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 00:00:00,27.6
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 01:00:00,27.374
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 02:00:00,27.199
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 03:00:00,27.498
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 04:00:00,26.118
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 05:00:00,24.353
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 06:00:00,23.136
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 07:00:00,23.283
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 08:00:00,28.95
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 09:00:00,55.46900000000001
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 10:00:00,42.604
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 11:00:00,18.61
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 12:00:00,18.442
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 13:00:00,14.371
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 14:00:00,10.186
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 15:00:00,10.09
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 16:00:00,10.724
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 17:00:00,15.23
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 18:00:00,20.379
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 19:00:00,26.685
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 20:00:00,26.334000000000003
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 21:00:00,19.248
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 22:00:00,17.897
Πορεία μαθητών του πειραματικού λυκείου Λάγγουρα στην Πάτρα,2019-10-23 23:00:00,16.414
Νίκος Νικολόπουλος: Ο Προμηθέας διαφημίζει ανέξοδα την Πάτρα,2019-11-14 00:00:00,9.514
Νίκος Νικολόπουλος: Ο Προμηθέας διαφημίζει ανέξοδα την Πάτρα,2019-11-14 01:00:00,3.052
Νίκος Νικολόπουλος: Ο Προμηθέας διαφημίζει ανέξοδα την Πάτρα,2019-11-14 02:00:00,1.197
Νίκος Νικολόπουλος: Ο Προμηθέας διαφημίζει ανέξοδα την Πάτρα,2019-11-14 03:00:00,0.96
