,Title,time_stamp,pm2.5_atm_a
1235,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 12:00:00,6.449
1236,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 13:00:00,6.886
1237,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 14:00:00,8.18
1238,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 15:00:00,6.009
1239,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 16:00:00,7.482
1240,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 17:00:00,8.284
1241,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 18:00:00,6.514
1242,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 19:00:00,8.492
1243,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 20:00:00,6.216
1244,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 21:00:00,1.394
1245,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 22:00:00,9.619
1246,Πάτρα: Δείτε το ΒΙΝΤΕΟ με το τροχαίο στην Περιμετρική- Σοκαριστική η ανατροπή,2023-03-27 23:00:00,15.412
1247,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 00:00:00,10.792
1248,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 01:00:00,9.137
1249,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 02:00:00,10.11
1250,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 03:00:00,10.914
1251,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 04:00:00,9.36
1252,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 05:00:00,8.588
1253,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 06:00:00,7.201
1254,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 07:00:00,6.473
1255,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 08:00:00,4.974
1256,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 09:00:00,5.924
1257,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 10:00:00,5.926
1258,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 11:00:00,5.706
1259,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 12:00:00,7.022
1260,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 13:00:00,5.636
1261,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 14:00:00,5.8
1262,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 15:00:00,5.905
1263,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 16:00:00,5.946
1264,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 17:00:00,5.462
1265,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 18:00:00,5.764
1266,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 19:00:00,6.076
1267,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 20:00:00,7.466
1268,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 21:00:00,5.393
1269,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 22:00:00,4.937
1270,"Πάτρα - Τροχαίο: Νεκρός 30χρονος δικυκλιστής, πατέρας ανήλικου παιδιού",2023-05-29 23:00:00,4.641
1271,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 00:00:00,10.792
1272,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 01:00:00,9.137
1273,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 02:00:00,10.11
1274,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 03:00:00,10.914
1275,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 04:00:00,9.36
1276,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 05:00:00,8.588
1277,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 06:00:00,7.201
1278,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 07:00:00,6.473
1279,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 08:00:00,4.974
1280,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 09:00:00,5.924
1281,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 10:00:00,5.926
1282,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 11:00:00,5.706
1283,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 12:00:00,7.022
1284,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 13:00:00,5.636
1285,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 14:00:00,5.8
1286,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 15:00:00,5.905
1287,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 16:00:00,5.946
1288,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 17:00:00,5.462
1289,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 18:00:00,5.764
1290,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 19:00:00,6.076
1291,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 20:00:00,7.466
1292,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 21:00:00,5.393
1293,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 22:00:00,4.937
1294,Πάτρα: Αυτός είναι ο 30χρονος Μάριος που σκοτώθηκε με τη μηχανή του το πρωί,2023-05-29 23:00:00,4.641
1295,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 00:00:00,10.792
1296,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 01:00:00,9.137
1297,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 02:00:00,10.11
1298,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 03:00:00,10.914
1299,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 04:00:00,9.36
1300,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 05:00:00,8.588
1301,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 06:00:00,7.201
1302,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 07:00:00,6.473
1303,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 08:00:00,4.974
1304,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 09:00:00,5.924
1305,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 10:00:00,5.926
1306,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 11:00:00,5.706
1307,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 12:00:00,7.022
1308,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 13:00:00,5.636
1309,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 14:00:00,5.8
1310,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 15:00:00,5.905
1311,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 16:00:00,5.946
1312,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 17:00:00,5.462
1313,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 18:00:00,5.764
1314,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 19:00:00,6.076
1315,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 20:00:00,7.466
1316,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 21:00:00,5.393
1317,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 22:00:00,4.937
1318,"Εκλογές 2023 - Ν. Παππάς από Πάτρα: ""Όσο πιο ψηλά ο ΣΥΡΙΖΑ για να μπλοκάρουμε τα αντικοινωνικά σχέδια του Μητσοτάκη""- ΦΩΤΟ&ΒΙΝΤΕΟ",2023-05-29 23:00:00,4.641
1319,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 00:00:00,10.976
1320,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 01:00:00,11.832
1321,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 02:00:00,11.518
1322,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 03:00:00,12.398
1323,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 04:00:00,12.154
1324,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 05:00:00,10.718
1325,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 06:00:00,8.488
1326,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 07:00:00,8.985
1327,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 08:00:00,8.851
1328,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 09:00:00,9.485
1329,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 10:00:00,9.888
1330,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 11:00:00,9.928
1331,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 12:00:00,9.001
1332,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 13:00:00,8.567
1333,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 14:00:00,9.437
1334,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 15:00:00,11.553
1335,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 16:00:00,12.313
1336,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 17:00:00,13.218
1337,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 18:00:00,12.785
1338,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 19:00:00,11.665
1339,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 20:00:00,10.134
1340,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 21:00:00,9.492
1341,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 22:00:00,7.68
1342,Τροχαίο Πάτρα: Αυτός είναι ο νεαρός που σκοτώθηκε στην Ελ. Βενιζέλου- Θρήνος για τον 20χρονο Αντώνη,2023-05-23 23:00:00,8.387
1343,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 00:00:00,10.976
1344,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 01:00:00,11.832
1345,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 02:00:00,11.518
1346,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 03:00:00,12.398
1347,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 04:00:00,12.154
1348,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 05:00:00,10.718
1349,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 06:00:00,8.488
1350,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 07:00:00,8.985
1351,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 08:00:00,8.851
1352,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 09:00:00,9.485
1353,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 10:00:00,9.888
1354,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 11:00:00,9.928
1355,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 12:00:00,9.001
1356,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 13:00:00,8.567
1357,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 14:00:00,9.437
1358,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 15:00:00,11.553
1359,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 16:00:00,12.313
1360,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 17:00:00,13.218
1361,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 18:00:00,12.785
1362,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 19:00:00,11.665
1363,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 20:00:00,10.134
1364,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 21:00:00,9.492
1365,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 22:00:00,7.68
1366,Πάτρα: Τροχαίο με παράσυρση στην οδό Παπανδρέου ,2023-05-23 23:00:00,8.387
1367,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 00:00:00,10.976
1368,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 01:00:00,11.832
1369,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 02:00:00,11.518
1370,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 03:00:00,12.398
1371,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 04:00:00,12.154
1372,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 05:00:00,10.718
1373,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 06:00:00,8.488
1374,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 07:00:00,8.985
1375,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 08:00:00,8.851
1376,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 09:00:00,9.485
1377,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 10:00:00,9.888
1378,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 11:00:00,9.928
1379,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 12:00:00,9.001
1380,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 13:00:00,8.567
1381,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 14:00:00,9.437
1382,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 15:00:00,11.553
1383,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 16:00:00,12.313
1384,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 17:00:00,13.218
1385,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 18:00:00,12.785
1386,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 19:00:00,11.665
1387,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 20:00:00,10.134
1388,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 21:00:00,9.492
1389,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 22:00:00,7.68
1390,Πάτρα: Πως έγινε το θανατηφόρο τροχαίο με θύμα τον 20χρονο Αντώνη - Τι λέει η αστυνομία,2023-05-23 23:00:00,8.387
1391,"Τραγωδία στην Πάτρα: Νεκρός 20χρονος δικυκλιστής που ""καρφώθηκε"" σε σταθμευμένο όχημα στην Ελευθερίου Βενιζέλου-ΦΩΤΟ",2023-05-23 00:00:00,10.976
1392,"Τραγωδία στην Πάτρα: Νεκρός 20χρονος δικυκλιστής που ""καρφώθηκε"" σε σταθμευμένο όχημα στην Ελευθερίου Βενιζέλου-ΦΩΤΟ",2023-05-23 01:00:00,11.832
